Feature,R2,RMSE,MAE,Correlation,P_value
STK4,2.0631361265066595e-05,0.64716387,0.5179895,0.37528315,0.0263188284212915
ACBD5,2.0103439623220254e-05,1.023159,0.8656597,0.71409744,1.4574073094357876e-06
MRPL37,1.9459210478300903e-05,0.43404773,0.34581336,0.7441045,3.000739112973796e-07
COL6A1,1.7162620456923072e-05,0.89083356,0.62705666,0.39440364,0.019051637512905357
PNN,1.6313456880134858e-05,0.37257943,0.27938297,0.46537262,0.004846411852567361
CHMP7,1.3707936133422471e-05,0.2959506,0.24437477,0.37778077,0.025256507385156862
ATP11A,1.3681684541522188e-05,0.6814258,0.5221251,0.7765827,4.168288979638445e-08
ENDOG,1.3368860110052339e-05,0.639837,0.5319331,0.5226575,0.0012773063182779077
MEF2D,1.2726315918865083e-05,0.7638031,0.5808805,0.1460932,0.40235843509376806
TYSND1,1.2238289295418703e-05,0.4951116,0.4354739,0.20109282,0.24671908245345256
SSR4,1.2190762040620307e-05,0.6942882,0.5810171,0.8273723,8.884022345753389e-10
MCEE,1.0769880289696054e-05,0.7163938,0.5497834,0.68269753,6.2419330695146554e-06
MCCC2,1.0756801277267414e-05,0.82889193,0.6962624,0.43976444,0.00820764614350391
VARS1,1.07208327844166e-05,0.78698885,0.60100263,0.41056734,0.014291943424345518
SNRPD1,1.0134076968926209e-05,0.29740307,0.24179094,0.48440266,0.0031907595610685268
NT5DC2,9.644923928076032e-06,0.39668933,0.3155493,0.21543236,0.21391037362232418
ZNF830,9.265884978293393e-06,0.4557717,0.35077673,0.06292385,0.7195209384698968
GPAA1,8.145471080189814e-06,0.6365183,0.5193453,0.5236269,0.0012462659607851243
GLS,7.996088647654886e-06,0.8443194,0.710078,0.49623945,0.002430567325432096
SLC9A3R1,7.979312094619218e-06,0.97407705,0.77355516,0.22118698,0.20162988801338247
SDF2,7.270291089045422e-06,0.6637029,0.48958063,0.3488485,0.03998657283801341
OXR1,6.836043547342463e-06,0.70379734,0.5189784,0.15247475,0.38188877852395864
ZNF579,6.819288071779894e-06,0.40082857,0.32196486,0.09719889,0.5785727704665
MRRF,6.446236877510891e-06,0.6479933,0.51443565,0.70251256,2.54686191347537e-06
SAP18,5.82538200799565e-06,0.3473599,0.2507329,0.33956033,0.045972345976543046
PHF14,5.445638582290968e-06,0.38385567,0.30436152,0.26266372,0.12740545423258157
BCKDHB,5.421932911309213e-06,0.4260978,0.33676496,0.35889813,0.03423686902164614
SOD2,5.234926668151729e-06,1.0047898,0.73336124,0.5636142,0.0004224981031062099
UBE2S,4.877508680167786e-06,1.2058522,1.020117,0.1947569,0.262232726485991
GADD45GIP1,4.530685368653309e-06,0.5327056,0.41936848,0.46146074,0.00526612166456856
PARVA,4.054525314378665e-06,0.62310773,0.45405343,0.13225521,0.44883860016722393
SUGP2,4.023223373450513e-06,0.6661271,0.53176093,0.34792626,0.040551138226741223
THNSL1,3.653671338810227e-06,0.4671621,0.35611954,0.31494656,0.06535931684392214
MTERF3,3.217341013384001e-06,0.56545883,0.42346388,0.45253435,0.006342583741683807
COLGALT1,2.949057792522858e-06,0.89026606,0.7109447,0.20036697,0.24846453272125194
NCOA7,2.768412925346908e-06,0.62586546,0.48165348,0.09034983,0.6057410322695237
PPP6R1,2.4407115787328237e-06,0.49608368,0.39146546,0.12759031,0.4651370045057307
PRSS8,1.8110128170434336e-06,0.6348871,0.46202904,0.44086018,0.008031099958189899
ASAP1,1.6892973164761571e-06,0.42210522,0.34315372,0.52674335,0.0011509278205147479
P4HTM,1.2958037528543187e-06,0.5504893,0.45742264,0.1744137,0.31630538262183505
MIA3,1.2590537246115474e-07,0.50173455,0.38755387,0.41187242,0.01395578863959384
MDH2,-3.1335208610094867e-06,0.6427745,0.5256146,0.092921585,0.5954757770852018
HUWE1,-4.14304399409815e-06,0.87953883,0.673977,0.47606766,0.003842891205027833
DRG2,-4.283703039620335e-06,0.44360465,0.33853355,-0.08576459,0.6242277667335164
AKR1A1,-4.527897564221561e-06,1.4165388,1.1789621,-0.16021128,0.3579082051138077
NDUFV1,-6.415238594348338e-06,0.5463548,0.4198422,0.1654157,0.3422973310944906
CIP2A,-6.415317244323759e-06,0.37351945,0.29194677,-0.00048147794,0.9978098024087887
GSK3B,-7.0720925864353745e-06,0.7986341,0.6679615,0.56477237,0.00040862243876294365
DNLZ,-7.139293981994754e-06,0.60614693,0.4639913,0.12064367,0.48997751801750133
SMAP,-7.444509621423734e-06,0.5784421,0.44030386,0.18232983,0.2944899847453581
ATP5IF1,-7.763632650981123e-06,0.6767739,0.52377194,-0.18575577,0.2853546075169617
CLPTM1L,-8.076079358154686e-06,0.70893437,0.5321051,0.4894209,0.0028464064153835202
YKT6,-8.110160743646233e-06,0.4372622,0.3258534,-0.11174208,0.5227755140610678
NID1,-8.207743485089125e-06,0.38410226,0.3097857,0.17301424,0.3202645478099428
IVD,-9.520409923968742e-06,0.7623375,0.61576915,0.19983032,0.24976029782419665
NUBP1,-9.550305925642988e-06,0.6129978,0.47930953,0.37114844,0.028158223567463142
NDUFS1,-9.786033392078508e-06,0.5546939,0.43259364,0.21825883,0.20781587657274728
YTHDF2,-9.816748628654892e-06,0.94353795,0.7433271,0.056945372,0.7452400250295819
ERMP1,-1.0130606657554608e-05,0.99320924,0.79172283,0.49615985,0.002435098133348319
WDR44,-1.0168034471069731e-05,0.43340942,0.36524048,-0.06619479,0.7055746251805257
CEBPB,-1.1443958484402827e-05,1.1923871,1.0036892,-0.08780724,0.615963446546139
STAU1,-1.1683136024620566e-05,0.55542636,0.4635655,-0.1039871,0.5521984717123279
CSRP1,-1.1900351552185384e-05,1.0098484,0.7727728,-0.09082551,0.6038366401902449
TIMM44,-1.2045614864897303e-05,0.37389857,0.31100518,-0.034482863,0.8440992348824792
GNA13,-1.2054175882125762e-05,0.5911552,0.47664544,0.4532009,0.006256149863698073
GAPVD1,-1.2098729741394365e-05,0.63790375,0.49318266,0.18749657,0.2807835174333268
PPM1B,-1.3495800185170381e-05,0.5807895,0.46999016,-0.2662768,0.12206372203753356
CDH1,-1.4003438285836722e-05,1.0948937,0.89290017,-0.6991464,2.9807365841593784e-06
RRP36,-1.4146932985514837e-05,0.5696504,0.46295503,-0.3145572,0.06571086739748791
MAT2A,-1.4486116545864292e-05,0.81249964,0.62130237,0.0073873587,0.966405036832242
SCIN,-1.449278917053931e-05,0.99882483,0.8085309,0.31876326,0.06199107158725097
SYNGR2,-1.507274645384804e-05,0.637771,0.54144466,-0.34188887,0.04440811225296895
KANK2,-1.5401206868714823e-05,1.0588647,0.871178,-0.62643296,5.681529880725579e-05
NCAPH,-1.5417986504617787e-05,0.80959195,0.67048025,-0.36679268,0.030208880536227722
MBD3,-1.55925532068224e-05,0.4103832,0.34058428,-0.15935212,0.36052572197419724
NUDT21,-1.56164061704267e-05,0.43756726,0.3637324,-0.21084161,0.2240689973350276
MAP2K1,-1.6352597780322498e-05,0.45924684,0.33645183,0.1459819,0.4027209545179016
ALDH1A3,-1.658171950902343e-05,0.973402,0.7792532,-0.06499571,0.7106764564583559
FMNL1,-1.6685177798070328e-05,0.39517823,0.3261589,0.26297876,0.1269329002970358
FBLL1,-1.679816396960021e-05,0.47467104,0.36531585,0.16716179,0.3371544034687811
NME3,-1.7340467798776515e-05,0.8241301,0.6710635,-0.1271829,0.466575175212356
TBC1D5,-1.8578432790627986e-05,0.6075329,0.44825408,-0.14968073,0.3907748388293183
PLXNB2,-1.8993161277958137e-05,0.7307861,0.6142248,-0.3936395,0.019305934051185296
BASP1,-2.02936684579047e-05,1.1388372,0.91799676,0.11676952,0.5041207115020888
HSP90B1,-2.0322977079878513e-05,0.4514867,0.34362593,0.45120814,0.006517605165600143
ABCB6,-2.088186035820172e-05,0.8839729,0.6304563,-0.03776244,0.8294798136945369
SMU1,-2.0940768397537113e-05,0.3950014,0.28745902,-0.18169937,0.29619128377648746
CASP7,-2.1015102872778968e-05,0.44274813,0.338872,-0.11007723,0.5290267030558499
CEP170,-2.2103376427606847e-05,0.8676624,0.75282866,0.48973334,0.00282607916483149
SEC13,-2.2678068342552038e-05,0.41058016,0.3069619,-0.24583453,0.1545882179941729
SAE1,-2.335948213660899e-05,1.1076633,0.89675504,0.7125676,1.5713101155500148e-06
TBC1D13,-2.373013168766036e-05,0.5671017,0.43449318,-0.51393706,0.0015885610585392718
CNTNAP1,-2.4154668037734695e-05,0.65990835,0.48447016,0.50933826,0.0017780761344721042
FDX2,-2.4195039207031144e-05,0.53286994,0.44019586,-0.22499642,0.1937753837527956
HKDC1,-2.4345406508530232e-05,0.7741691,0.6247337,0.013770467,0.9374206953776756
PITPNB,-2.4719664277972342e-05,0.9071847,0.75191045,-0.47983518,0.0035350739348729873
SYNE2,-2.5546518826358167e-05,0.6865822,0.5688311,0.4524381,0.006355150399291582
PREP,-2.5760689359666245e-05,0.8413121,0.6996176,-0.54516476,0.0007076916505637712
LGALS8,-2.620424306987168e-05,0.55154055,0.393669,-0.20789026,0.23077086449957052
PPCS,-2.6729527437652223e-05,0.48710594,0.39815268,-0.15652695,0.36921338383759167
ABHD16A,-2.859252627707143e-05,0.59313875,0.49258438,0.44723448,0.0070670223006865235
GPC6,-2.9217571069439785e-05,0.74612767,0.6150716,0.5590395,0.0004814942891967281
DHX30,-2.9551120271475995e-05,0.45032763,0.3606315,0.10397824,0.5522325202695758
CIRBP,-3.06100860856251e-05,1.182273,1.0062288,-0.7377185,4.275289212524123e-07
ISG20,-3.10158039944497e-05,0.6566789,0.5754511,-0.32580447,0.0561377486717732
EXOC8,-3.14865691206645e-05,0.60268915,0.4194036,0.46642375,0.00473867844360332
C12orf57,-3.1810028800594026e-05,0.8373248,0.636176,0.7064541,2.1125934150420076e-06
COX6C,-3.2050581612930173e-05,0.6437108,0.50431794,0.22931689,0.18512942883078312
FAM83H,-3.234735056678595e-05,1.0625478,0.8920652,0.47725394,0.003743557870395773
SENP3,-3.3922932061836164e-05,0.50018597,0.41982856,0.16913098,0.3314115319005595
SF3B3,-3.394703692349843e-05,0.33890453,0.27091908,0.5130967,0.001621806656291064
ARFIP2,-3.453716132884033e-05,0.43860686,0.33915287,0.24195564,0.16140834785264918
WDR91,-3.5312396391873335e-05,0.45809582,0.3627648,0.09597798,0.5833755798036786
STX6,-3.623242576900054e-05,0.6192072,0.474378,-0.6258735,5.7951426678677106e-05
FGB,-3.7275824773308486e-05,0.634127,0.5050506,0.34266007,0.04389959465982145
GOLPH3,-4.004345367381035e-05,0.5424526,0.4455227,-0.15680149,0.3683637480895637
NFXL1,-4.010716311664275e-05,0.45970362,0.34961793,0.06650644,0.7042506663330103
IRF3,-4.1022191713535605e-05,0.40096128,0.32399514,0.12205817,0.48486490024959766
GOSR1,-4.1218706641421576e-05,0.6313283,0.5486459,-0.6149604,8.463153135952873e-05
AK1,-4.158778647278538e-05,1.0845565,0.8793335,-0.62974477,5.0491573231223605e-05
SERPINE2,-4.2086321325074394e-05,1.112818,0.9127699,-0.2405623,0.16391031045841897
HACL1,-4.2748957378213603e-05,0.52304,0.42488617,0.6127704,9.116006269211196e-05
GEMIN6,-4.309005444502745e-05,0.47967952,0.3749743,0.06048417,0.7299815803004175
EGLN1,-4.312297158248768e-05,0.5084606,0.40066445,-0.4599444,0.005437029918805643
MACROH2A1,-4.386367202036112e-05,0.5326516,0.42629108,0.29176727,0.08900721692401165
CDCA5,-4.470720608140688e-05,0.77582115,0.6266862,0.32127094,0.05985364224831664
GCFC2,-4.490688520419894e-05,0.44208097,0.32746845,-0.42805248,0.010310963159023589
ADSS2,-4.520594084245211e-05,0.98497427,0.7465393,-0.48933682,0.002851897679566976
GNAI3,-4.543216816044193e-05,0.6227081,0.49141982,-0.56727505,0.00038001523185569766
D2HGDH,-4.5501096207933855e-05,0.46036226,0.386519,-0.41497076,0.013184291149628989
RRP7A,-4.6463905251536985e-05,0.46892503,0.39449346,-0.386365,0.021871517124360976
PIP4P1,-4.680751517960324e-05,0.45120814,0.37827682,-0.067990944,0.6979559455070729
PITPNM1,-4.713953473944876e-05,0.7568952,0.64571,0.5239301,0.0012366963861769604
TST,-4.768151559142453e-05,1.0143783,0.85453165,0.6885276,4.829641696826503e-06
CLIP1,-4.8186868926602955e-05,0.5769983,0.4807598,-0.25283924,0.14280520277175698
DLGAP4,-4.848249071032207e-05,0.50399965,0.38805726,-0.38466373,0.02251064857923973
BPTF,-4.9385622766573434e-05,0.37430012,0.28577158,-0.27220297,0.11366631307838991
TFCP2,-4.965400886791649e-05,0.7282182,0.5551028,-0.700366,2.816291859978634e-06
CAVIN3,-4.968316508047188e-05,1.0033115,0.81914544,-0.37237054,0.027603879127257223
SCAF1,-4.977762700653088e-05,0.37184003,0.26587766,0.10967488,0.5305428885575368
SRSF10,-4.980990655467643e-05,0.48775965,0.374971,-0.13946062,0.4242833256113338
PFAS,-5.020150476497953e-05,0.9803943,0.7746327,-0.5488465,0.0006399829489591186
DDX28,-5.033147529309723e-05,0.45998695,0.3701447,-0.35220298,0.037986432330451965
VPS29,-5.061119086646748e-05,0.5867565,0.45660248,0.30300286,0.07683606945321615
TUFM,-5.0731582390106666e-05,0.5826655,0.47240764,0.30821922,0.07164488979830722
RPS24,-5.078010916115261e-05,0.5035712,0.38267896,-0.041027214,0.814982097356763
ACSL1,-5.0961038757124655e-05,0.6138289,0.45744684,-0.44724032,0.00706618644899865
ACBD6,-5.177579137893851e-05,0.44622433,0.38451123,-0.30516744,0.07464756696635416
DERA,-5.236686133724966e-05,0.5407573,0.43760645,0.28627607,0.09546988437626759
PQBP1,-5.307996466563658e-05,0.6371787,0.49277577,-0.598563,0.0001457085358413758
RTF1,-5.35917230140015e-05,0.6624362,0.51697326,-0.15367368,0.37811225261094056
SBF1,-5.445693725958378e-05,0.4634007,0.37693977,0.3426418,0.04391158648019026
H1-5,-5.4863141634609036e-05,0.9520902,0.7945266,-0.18150894,0.2967063623690372
GGA1,-5.5039732921091655e-05,0.34656563,0.28044567,-0.17038783,0.3277778257469244
DNAJB12,-5.673522014926213e-05,0.8685412,0.7661193,0.63431686,4.2804755975790647e-05
BAZ2A,-5.707328835113934e-05,0.41639024,0.31557098,-0.20839581,0.2296133351015272
TPM2,-5.796188466233865e-05,1.0559406,0.9005982,0.40325367,0.016304312036459826
OGT,-5.9058409346723906e-05,0.6353305,0.5182486,-0.46354,0.005039300012970828
STK26,-5.916379185144649e-05,0.62332505,0.4692878,-0.46930236,0.004454153151795358
ARL6IP1,-6.0520948775177885e-05,0.4558228,0.36352414,-0.23632467,0.17169073472437674
LRP1,-6.101310396511295e-05,1.0670681,0.83688706,0.766892,7.762509095921317e-08
HAGH,-6.19970113269197e-05,0.85322523,0.69767624,-0.5148976,0.0015512952810278905
NRDC,-6.279640260942188e-05,0.56205094,0.42132497,0.110491894,0.5274663395257357
PGM1,-6.344187012774505e-05,0.6996124,0.5532864,-0.109374374,0.5316766465363433
PLS1,-6.44558888898139e-05,0.8963909,0.71046716,-0.45220134,0.006386148267784459
DAB2,-6.60120782423057e-05,0.7834858,0.62466896,0.26556563,0.12310172326115101
DLG3,-6.628808980457812e-05,0.538476,0.42327234,-0.52730304,0.0011345037623221362
LAMTOR3,-6.668973137902157e-05,0.4716468,0.38550028,-0.3678371,0.029706356868199585
TEX10,-6.701490336147309e-05,0.43578842,0.34319788,-0.41139373,0.01407830500489281
STK24,-6.764027532479844e-05,0.5106569,0.4077402,0.41765106,0.012546191329800782
TM9SF1,-6.827771790818282e-05,0.76954424,0.5884366,0.6356667,4.074691302018115e-05
KANK1,-6.962109688601892e-05,0.48155776,0.38704425,0.18984696,0.27468737803161736
NDUFA9,-7.121801672504979e-05,0.5159344,0.4124129,0.16543524,0.342239528209232
PCCA,-7.314870670716012e-05,0.5508168,0.42984942,-0.19336566,0.2657233339503512
TMEM9,-7.343352347422005e-05,0.4549414,0.38161427,-0.29859698,0.0814444547688669
ADPGK,-7.385657169467486e-05,0.6792506,0.5902675,-0.7564442,1.469284832841692e-07
HDAC2,-7.445467129807426e-05,0.56821567,0.46940133,-0.6997107,2.9035858872874535e-06
GYG1,-7.485119867123302e-05,0.7334567,0.6113615,0.08799189,0.6152186174242217
COMMD4,-7.588427417526411e-05,0.35869086,0.27965245,0.2584249,0.13389109678714292
CPT1A,-7.786614494476041e-05,1.3431473,1.1685168,-0.5562388,0.0005211245400606633
GLYR1,-7.90154663556919e-05,0.4158875,0.3353695,-0.12081677,0.4893503803484041
BUB1B,-7.962792458116041e-05,0.3837334,0.30873066,-0.17531762,0.3137644883993376
IDH3G,-7.963745713635006e-05,0.65259355,0.5048079,0.5080853,0.0018330254762020009
VAPA,-8.141129670091729e-05,0.7129678,0.6071132,-0.6187978,7.419929709614281e-05
ZGPAT,-8.185031792873332e-05,0.40551203,0.31242776,0.11647781,0.5051939041178304
MIEN1,-8.278513046988678e-05,0.73318076,0.5482486,-0.30566075,0.07415565698891845
DNAJA2,-8.506645163230964e-05,0.6161687,0.47839487,-0.57182986,0.00033249383227194445
MMS19,-8.544026209555966e-05,0.38956755,0.3194644,0.17556125,0.31308183702486725
RABEP1,-8.551818481827844e-05,0.4214102,0.32186332,-0.38695288,0.021654192571686187
CUL1,-8.609830933026252e-05,0.49137422,0.38551137,-0.45840624,0.005615251886320667
EIF1AX,-8.734853665104403e-05,0.485459,0.39159393,-0.21869195,0.20689270189470055
ACO1,-8.753087398027937e-05,0.63078064,0.47831857,0.24187775,0.16154747943032047
SUGT1,-8.907855824236144e-05,0.88095546,0.70407796,-0.67877394,7.394190315967777e-06
COG1,-8.909596424455657e-05,0.38274065,0.30065092,-0.08535279,0.6258993525774128
SNAP23,-9.088075221330705e-05,0.9405902,0.7965912,0.80616343,5.077994350896848e-09
TFIP11,-9.158005903575628e-05,0.35067186,0.260268,-0.34642866,0.04148163677342949
PRIM2,-9.173630122050191e-05,0.48333952,0.39705423,-0.53575194,0.0009104631070663403
WDR18,-9.40518313059524e-05,0.4277175,0.33553797,0.28704873,0.09453948504963493
PPP1R18,-9.57091698843282e-05,0.91979426,0.7358731,0.5805377,0.00025614029611436764
USP13,-9.809145068473413e-05,0.7454507,0.6054749,0.6628756,1.4322750147252444e-05
NCOA5,-9.830711966363204e-05,0.42709592,0.35114893,-0.28674752,0.09490136454320498
RBBP7,-9.846497755927608e-05,0.61564887,0.5040155,-0.6595665,1.635593991196796e-05
PTPRJ,-0.0001003279358890996,0.7773611,0.639076,0.73484325,4.997606460659522e-07
SNIP1,-0.00010041002228811102,0.4520409,0.31608468,0.33684948,0.047848813439045956
CUX1,-0.00010049743164897151,0.46391496,0.3351423,-0.3921847,0.019797898579386963
ARF4,-0.00010075778662788082,0.86689013,0.68038654,0.2915155,0.0892959762698224
STX3,-0.00010135038716030387,0.5742218,0.46197173,0.18197113,0.2954571602245301
C20orf27,-0.00010171324693852846,0.625128,0.47624725,-0.7069627,2.0617878738636562e-06
WDR48,-0.00010231813801930834,0.45862046,0.3721851,0.18485047,0.287750665785026
LAMTOR2,-0.00010426543848685021,0.45904085,0.37749335,0.49178064,0.0026959845495650677
MCMBP,-0.00010610434136237856,0.75392354,0.62462395,-0.56249374,0.0004363191052072054
LRCH4,-0.00010900988556628022,0.73756796,0.56706476,0.560813,0.00045780583251842246
SPECC1,-0.00010909314248364055,0.7113293,0.602226,-0.55083287,0.0006058915946231916
CZIB,-0.00011031350717605193,0.8511928,0.6612141,0.6581226,1.7322533952059082e-05
LARS1,-0.00011081558586734097,0.6417924,0.45716792,-0.3911508,0.020153836388184663
RPL27,-0.00011094829819691121,0.4966959,0.39732972,0.18832102,0.27863526630170055
TEX264,-0.0001110271408464314,0.83140624,0.7045659,-0.8144744,2.6331313152827454e-09
DMAP1,-0.00011163031404248791,0.44511318,0.3417829,0.037993126,0.8284535437013562
RDH10,-0.00011188651090243695,0.6565911,0.5983601,-0.15379578,0.37772888360137474
EPHX1,-0.00011302972167182013,1.1726596,0.91872036,0.58845085,0.00020077260574336779
ALDH5A1,-0.00011325258119176951,0.6765453,0.5838293,0.48726502,0.002990163183154879
CMSS1,-0.00011406012560510881,0.6429526,0.4993134,-0.31096303,0.0690265647061562
FAM98B,-0.00011451748842272735,0.87998426,0.710105,-0.7924417,1.4060482546039366e-08
DDX55,-0.0001149261213067021,0.3541391,0.2895168,-0.3635115,0.031833110184861554
CPNE2,-0.00011551425742961641,0.4169034,0.3401436,-0.19081962,0.2721900350863991
AK2,-0.00011679197005998176,0.52723765,0.4284305,-0.029490564,0.866450571012556
KIF4A,-0.00011684585938409597,0.7947976,0.6115427,-0.55675834,0.0005135608194270341
GMDS,-0.0001184324883269916,0.8737758,0.71924776,-0.61712056,7.860726156637472e-05
ZC3H18,-0.00011879504770728744,0.43371034,0.3305544,-0.20371872,0.2404731323834893
SSRP1,-0.00011980739324979339,0.7112211,0.59070915,-0.4694182,0.004443019004674424
DUT,-0.00011984106236995196,0.9919217,0.7874759,0.42965764,0.0099981258145874
SYMPK,-0.00012008929919371525,0.27708173,0.21754345,0.2559915,0.13772269406126433
AVL9,-0.00012185269410802668,0.394579,0.3109415,-0.37060204,0.028409009675923934
HSPH1,-0.00012233834862751536,1.0154204,0.82427776,0.20806101,0.2303794621992896
PSIP1,-0.00012293840892163566,1.3907983,1.1636509,0.645697,2.8045289599871265e-05
NME1,-0.00012337462661693444,1.1419615,0.88533026,0.6379163,3.751531842069371e-05
PCBD2,-0.00012340159034796017,0.4138836,0.32978284,-0.10355581,0.5538572522567897
UBL3,-0.0001252546279426614,0.5227795,0.43819565,-0.02258016,0.8975548490265145
CRIP2,-0.00012990055610662132,1.1598443,0.9488677,0.06621237,0.7054999044978671
HSPA4L,-0.00013101289848616027,0.8202017,0.7072469,-0.64535105,2.8415312171382705e-05
TCF20,-0.0001317137077807562,0.5753288,0.45378473,0.11262199,0.519486284924471
MRPL52,-0.00013323066269532724,0.63600814,0.51760757,0.4857504,0.003094897660908026
SMAP1,-0.00013441439113170972,0.41995487,0.32405826,0.0509558,0.7712813438011864
GPSM1,-0.00013456729811078816,0.48216304,0.3787761,-0.48350194,0.0032562535595972663
PMPCB,-0.00013770379895183815,0.47394884,0.39145133,0.5295456,0.001070747876505942
JUN,-0.00013889801395872148,0.59132993,0.44125643,0.40889063,0.014733792547318936
SLC39A6,-0.00013897247208483066,0.37439474,0.2706758,0.027413223,0.8757822843925364
NANS,-0.00013901399340809917,0.8639838,0.64814407,0.06991777,0.6898151874732374
CEP41,-0.00013937205304292988,0.5231269,0.3809905,0.56156915,0.0004480254381171766
NTPCR,-0.00014010705679590174,0.7437868,0.5744056,0.15372996,0.3779355114168162
PPIC,-0.00014256314538330095,1.3918664,1.128837,0.7978644,9.489202475755328e-09
ETFA,-0.00014286863084223,1.205035,0.9779492,-0.7185983,1.1646825910459559e-06
RRP9,-0.0001432007646342548,0.5666993,0.45702815,0.08324978,0.6344645607396233
